"Asset Datalist Report","30 Nov 2025 11:03PM GMT-0300","658"
"Delfia","Alameda Tocantins, 350","Barueri","None","06455-020","Brazil"
"Evandro Santiago","defa6es","CSAM customers,All Roles Customers,CSAM customers,All Roles Customers"
"Asset Name","Netbios Name","Mac Address","IPV4 Addresses","IPV6 Addresses","Operating System Category","OS","Operating System Version","Operating System Lifecycle Stage"
"SPRDSKPPCGRU02","1950237-102","00:50:56:A3:2B:83,02:50:65:4C:EB:CA,02:50:65:4C:EB:CA,02:50:65:4C:EB:CA,00:50:56:A3:2B:83","26.249.83.207,172.31.48.24","fe80:0:0:0:e0c4:d9ae:2381:1746,fdfd:0:0:0:0:0:1af9:53cf,fe80:0:0:0:790b:f7ef:2d79:ea93","Windows / Server","Microsoft Windows Server 2016 Standard 1607 Build 14393.6529 64-Bit","1607","EOL"
"SPRDAPVPXGRU03.gru.local","SPRDAPVPXGRU03","00:50:56:9D:CA:9E","172.31.50.177","","Windows / Server","Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.19941 64-Bit","6.3","EOL/EOS"
"SHOMSQLGRU08.gru.local","SHOMSQLGRU08","00:50:56:95:8B:4B,00:50:56:95:8E:69,00:50:56:95:54:49,02:5F:82:1F:3D:B1,00:50:56:95:54:49,00:50:56:95:8E:69,00:50:56:95:8B:4B,00:50:56:95:8E:69,00:50:56:95:8E:69,02:5F:82:1F:3D:B1","8.8.8.1,10.36.52.208,10.36.60.28,10.36.52.133,10.36.52.199,169.254.1.10","fe80:0:0:0:111a:5e1a:f835:7b3b,fe80:0:0:0:b411:e0b8:fb60:285c,fe80:0:0:0:b45c:5389:f15a:18ba,fe80:0:0:0:a360:14a2:586c:9c5d","Windows / Server","Microsoft Windows Server 2019 Datacenter 1809 Build 17763.8027 64-Bit","1809","EOL"
"SPRDBDHSQLGRU15.gru.local","SPRDBDHSQLGRU15","00:50:56:A3:9A:65,00:50:56:A3:DB:A3","172.31.62.105,172.31.49.215","","Windows / Server","Microsoft Windows Server 2022 Datacenter 21H2 Build 20348.4405 64-Bit","21H2","GA"
"sprdapbigru01","'-","54:9f:35:73:11:36,54:9f:35:73:0b:bc,54:9f:35:73:11:39,54:9f:35:73:0b:bc,54:9f:35:73:11:36,54:9f:35:73:11:39","10.1.1.129,172.31.49.156,172.31.62.12","fe80:0:0:0:569f:35ff:fe73:bbc,fe80:0:0:0:569f:35ff:fe73:1136,fe80:0:0:0:569f:35ff:fe73:1139","Linux / Server","Red Hat Enterprise Linux Server 6 6.10","6.10","EOL/EOS"
"SPRDAPVPRGRU02","'-","00:50:56:a3:d1:e5,00:50:56:a3:d1:e5","172.31.62.194","fe80:0:0:0:250:56ff:fea3:d1e5","Linux / Server","SUSE Linux Enterprise Server 15 15 SP4","15","EOL"
"SPRDAPSVNGRU01.gru.local","SPRDAPSVNGRU01","00:50:56:B6:F0:4B","172.31.50.60","","Windows / Server","Microsoft Windows Server 2016 Standard 1607 Build 14393.4169 64-Bit","1607","EOL"
"spbdoragru11.gru.local","'-","54:9f:35:71:d9:2e,54:9f:35:71:da:ac,54:9f:35:71:da:ac,54:9f:35:71:d9:2e,54:9f:35:71:d9:2e,54:9f:35:71:d9:2e,54:9f:35:71:da:af,54:9f:35:71:d9:2e,54:9f:35:71:da:ac,54:9f:35:71:da:af","172.31.49.190,10.1.1.58,169.254.223.104,172.31.49.163,172.31.49.192,172.31.49.193,172.31.62.17","fe80:0:0:0:569f:35ff:fe71:d92e,fe80:0:0:0:569f:35ff:fe71:daac,fe80:0:0:0:569f:35ff:fe71:daaf","Linux / Server","Red Hat Enterprise Linux Server 6 6.6","6.6","EOL/EOS"
"SPRDAPHHGRU01.gru.local","SPRDAPHHGRU01","00:50:56:9D:07:FB","172.31.49.83","","Windows / Client","Microsoft Windows 7 Professional 6.1 SP1 Build 7601 32-Bit","6.1","EOL/EOS"
"SPRDAPADTGRU01.gru.local","SPRDAPADTGRU01","00:50:56:A3:29:A1","172.31.49.75","","Windows / Server","Microsoft Windows Server 2022 Datacenter 21H2 Build 20348.4171 64-Bit","21H2","GA"
"SPRDVCHSEGRU04","SPRDVCHSEGRU04","00:50:56:B6:C9:81","172.31.49.55","","Windows / Server","Microsoft Windows Server 2019 Datacenter 1809 Build 17763.6189 64-Bit","1809","EOL"
"SPRDSQLLGGRU02","SPRDSQLLGGRU02","00:50:56:92:E3:19,00:50:56:92:A9:D3","172.31.62.120,172.31.49.120","","Windows / Server","Microsoft Windows Server 2019 Datacenter 1809 Build 17763.5329 64-Bit","1809","EOL"
"SPRDIAGPAGRU01.gru.local","SPRDIAGPAGRU01","00:50:56:B6:C5:4D,00:50:56:B6:CA:0C","192.168.0.61,172.31.50.61","","Windows / Server","Microsoft Windows Server 2022 Datacenter 21H2 Build 20348.4297 64-Bit","21H2","GA"
"TEST-AMS-APP01.gru.local","TEST-AMS-APP01","00:50:56:8A:23:91","10.36.52.67","","Windows / Server","Microsoft Windows Server 2019 Standard 1809 Build 17763.8027 64-Bit","1809","EOL"
"SHOMAPBFGRU01.gru.local","SHOMAPBFGRU01","00:50:56:8A:AF:82","10.36.52.34","","Windows / Server","Microsoft Windows Server 2019 Standard 1809 Build 17763.8027 64-Bit","1809","EOL"
"sqasapecgru01","'-","00:50:56:9d:9b:95,00:50:56:9d:9b:95","172.31.52.105","fe80:0:0:0:250:56ff:fe9d:9b95","Linux / Server","Red Hat Enterprise Linux Server 6 6.10","6.10","EOL/EOS"
"SPRDAPIAMGRU07.gru.local","SPRDAPIAMGRU07","00:50:56:A3:92:67","172.31.50.207","","Windows / Server","Microsoft Windows Server 2016 Standard 1607 Build 14393.8519 64-Bit","1607","EOL"
"1950237-DC2.sd1950237.carpark","1950237-DC2","00:50:56:A3:9B:F8,02:50:F8:17:92:BA,02:50:F8:17:92:BA,02:50:F8:17:92:BA,00:50:56:A3:9B:F8","26.199.184.78,172.31.48.22","fe80:0:0:0:e921:3f84:2e45:4162,fdfd:0:0:0:0:0:1ac7:b84e,fe80:0:0:0:31f7:e34d:c929:7ff3","Windows / Server","Microsoft Windows Server 2016 Standard 1607 Build 14393.6529 64-Bit","1607","EOL"
"SPRDZBGRU04","'-","00:50:56:92:65:6a,00:50:56:92:65:6a","172.16.253.71","fe80:0:0:0:250:56ff:fe92:656a","Linux / Unidentified","Canonical Ubuntu Noble Numbat 24.04 LTS 24.04.3 LTS","24.04 LTS","GA"
"SPRDAPCCPRGRU02","'-","52:54:00:9c:ff:62,00:50:56:92:3e:7f,00:50:56:92:3e:7f","192.168.122.1,172.31.49.139","fe80:0:0:0:250:56ff:fe92:3e7f","Linux / Server","Red Hat Enterprise Linux 8 8.10","8.10","GA"
"SPRDAPBHSGRU03.gru.local","SPRDAPBHSGRU03","00:50:56:B6:FA:98","172.31.50.219","","Windows / Server","Microsoft Windows Server 2019 Standard 1809 Build 17763.3113 64-Bit","1809","EOL"
"sprdapnbkgru01.gru.local","'-","00:50:56:a3:17:e0,00:50:56:a3:17:e0","172.31.49.210","fe80:0:0:0:250:56ff:fea3:17e0","Linux / Server","Red Hat Enterprise Linux Server 6 6.10","6.10","EOL/EOS"
"SPRDAPVPRGRU04","'-","00:50:56:b6:a7:03,00:50:56:b6:a7:03","172.31.62.196","fe80:0:0:0:250:56ff:feb6:a703","Linux / Server","SUSE Linux Enterprise Server 15 15 SP4","15","EOL"
"SPRDVCHSEGRU03.gru.local","SPRDVCHSEGRU03","00:50:56:92:EC:85,00:50:56:92:EC:85","172.31.49.32","fe80:0:0:0:d930:4cd9:1c4d:59b0","Windows / Server","Microsoft Windows Server 2019 Datacenter 1809 Build 17763.7922 64-Bit","1809","EOL"
"SPRDAPEGTGRU04.gru.local","SPRDAPEGTGRU04","00:50:56:A3:A1:CF","172.31.49.63","","Windows / Server","Microsoft Windows Server 2012 Datacenter 6.2 Build 9200.23255 32-Bit","6.2","EOL/EOS"
"SPRDCFTVGRU213","SPRDCFTVGRU213","68:05:CA:32:65:B1,68:05:CA:32:65:B0,E8:65:5F:FF:8F:27,68:05:CA:32:65:B2","10.36.60.213,10.36.61.213,172.31.62.213,172.31.57.213","","Windows / Server","Microsoft Windows Server 2022 Standard 21H2 Build 20348.4171 64-Bit","21H2","GA"
"SPRDAPRPGRU07","SPRDAPRPGRU07","00:50:56:9D:C2:75,00:50:56:9D:C2:75","192.168.0.20","fe80:0:0:0:5165:23db:32c8:2b23","Windows / Server","Microsoft Windows Server 2016 Standard 1607 Build 14393.3986 64-Bit","1607","EOL"
"SPRDAPOCSGRU01","'-","00:50:56:9d:1a:13,00:50:56:9d:1a:13","172.16.253.89","fe80:0:0:0:250:56ff:fe9d:1a13","Linux / Server","Debian Project Debian Bookworm 12.12","12.12","GA"
"SHOMDCGRU01.gru.local","SHOMDCGRU01","00:50:56:BC:08:42","10.36.52.221","","Windows / Server","Microsoft Windows Server 2016 Datacenter 1607 Build 14393.8422 64-Bit","1607","EOL"
"SPRDAZADGRU01.gru.local","SPRDAZADGRU01","00:50:56:92:27:25","172.31.50.29","","Windows / Server","Microsoft Windows Server 2016 Datacenter 1607 Build 14393.8524 64-Bit","1607","EOL"
"SPRDAPJPGRU04.gru.local","SPRDAPJPGRU04","00:50:56:A3:C7:34,00:50:56:A3:C7:34","172.31.131.71","fe80:0:0:0:abc4:372f:984:4aa1","Windows / Server","Microsoft Windows Server 2019 Standard 1809 Build 17763.7919 64-Bit","1809","EOL"
"SPRDBDHSQLGRU12.gru.local","SPRDBDHSQLGRU12","00:50:56:A3:A6:D2,00:50:56:A3:AC:43,00:50:56:A3:CD:1F","172.31.62.52,172.31.49.232,172.31.50.138","","Windows / Server","Microsoft Windows Server 2022 Datacenter 21H2 Build 20348.3453 64-Bit","21H2","GA"
"SPRDAPINVGRU09.gru.local","SPRDAPINVGRU09","00:50:56:A3:47:5E,00:50:56:A3:47:5E","172.31.50.132","fe80:0:0:0:a817:d101:feff:6f14","Windows / Server","Microsoft Windows Server 2019 Datacenter 1809 Build 17763.2989 64-Bit","1809","EOL"
"SPRDAPRPGRU08","SPRDAPRPGRU08","00:50:56:92:24:F1,00:50:56:92:24:F1","192.168.1.87","fe80:0:0:0:d8d:81a6:f1e0:4b56","Windows / Server","Microsoft Windows Server 2012 R2 Datacenter 6.3 Build 9600.19356 64-Bit","6.3","EOL/EOS"
"SHOMBDGRU01.gru.local","SHOMBDGRU01","00:50:56:A1:C3:0B,00:50:56:A1:C3:0B","10.36.52.12","fe80:0:0:0:d58a:f6ab:e6a7:d58e","Windows / Server","Microsoft Windows Server 2016 Datacenter 1607 Build 14393.8594 64-Bit","1607","EOL"
"SPRDZBGRU01","'-","00:50:56:92:18:c6,00:50:56:92:18:c6","172.16.253.68","fe80:0:0:0:250:56ff:fe92:18c6","Linux / Unidentified","Canonical Ubuntu Noble Numbat 24.04 LTS 24.04.3 LTS","24.04 LTS","GA"
"TEST-AMS-RPT.gru.local","TEST-AMS-RPT","00:50:56:8A:F2:93","10.36.52.71","","Windows / Server","Microsoft Windows Server 2019 Standard 1809 Build 17763.8027 64-Bit","1809","EOL"
"SPRDMYSQLGRU02","'-","00:50:56:9d:4f:75","172.16.253.90","","Linux / Server","Red Hat Enterprise Linux Server 7 7.9","7.9","EOL/EOS"
"SHOMFSQAGRU01.gru.local","SHOMFSQAGRU01","00:50:56:8A:2A:8E","10.36.52.103","","Windows / Server","Microsoft Windows Server 2019 Standard 1809 Build 17763.8027 64-Bit","1809","EOL"
"SHOMAPNFSGRU01","SHOMAPNFSGRU01","00:50:56:b6:ed:09,00:50:56:b6:ed:09","172.31.52.102","fe80:0:0:0:250:56ff:feb6:ed09","Linux / Server","Red Hat Enterprise Linux 9 9.7","9.7","GA"
"SPRDSIEM02","'-","00:50:56:92:74:84,00:50:56:92:74:84","172.31.46.31","fe80:0:0:0:250:56ff:fe92:7484","Linux / Server","Debian Project Debian Bullseye 11.11","11.11","GA"
"SPRDAPIAMGRU06.gru.local","SPRDAPIAMGRU06","00:50:56:A3:6F:6B","172.31.50.206","","Windows / Server","Microsoft Windows Server 2016 Standard 1607 Build 14393.6351 64-Bit","1607","EOL"
"SPRDAPCCGRU03.gru.local","SPRDAPCCGRU03","00:50:56:A3:88:16","172.31.49.14","","Windows / Server","Microsoft Windows Server 2016 Datacenter 1607 Build 14393.7606 64-Bit","1607","EOL"
"SPRDVCSQLGRU07.gru.local","SPRDVCSQLGRU07","00:50:56:92:3F:6F,00:50:56:92:77:E6","172.31.62.100,172.31.49.106","","Windows / Server","Microsoft Windows Server 2019 Datacenter 1809 Build 17763.5830 64-Bit","1809","EOL"
"SPRDAPCCPRGRU01","'-","52:54:00:9c:ff:62,00:50:56:92:1e:50,00:50:56:92:1e:50","192.168.122.1,172.31.49.137","fe80:0:0:0:250:56ff:fe92:1e50","Linux / Server","Red Hat Enterprise Linux 8 8.10","8.10","GA"
"shombdoragru02.gru.local","'-","B8:CA:3A:35:1A:77,B8:CA:3A:35:1A:7A,B8:CA:3A:35:1A:7A,B8:CA:3A:35:1A:77,B8:CA:3A:35:1A:77,B8:CA:3A:35:1A:77,B8:CA:3A:35:1A:77,B8:CA:3A:35:1A:7A","172.31.52.64,10.1.1.10,169.254.64.50,172.31.52.61,172.31.52.66,172.31.52.67","fe80:0:0:0:baca:3aff:fe35:1a77,fe80:0:0:0:baca:3aff:fe35:1a7a","Linux / Server","Red Hat Enterprise Linux Server 6 6.10","6.10","EOL/EOS"
"SPRDCCTVGRU10.gru.local","SPRDCCTVGRU10","74:86:7A:EA:52:F8,74:86:7A:EA:52:FA,74:86:7A:EA:52:FB","10.36.57.56,10.36.60.53,10.36.61.53","","Windows / Server","Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.19296 64-Bit","6.3","EOL/EOS"
"SPRDSKPPCGRU10","1950237-110","00:50:56:A3:CA:5D,02:50:53:84:C6:01,02:50:53:84:C6:01,02:50:53:84:C6:01,00:50:56:A3:CA:5D","26.41.239.102,172.31.48.32","fe80:0:0:0:29df:dd42:9573:d4c9,fdfd:0:0:0:0:0:1a29:ef66,fe80:0:0:0:405c:caf1:2101:bf5e","Windows / Server","Microsoft Windows Server 2016 Standard 1607 Build 14393.7606 64-Bit","1607","EOL"
"SPRDAPNMCGRU01","'-","00:50:56:92:d1:c9,00:50:56:92:d1:c9,52:54:00:5a:bd:8e","172.31.62.187,192.168.122.1","fe80:0:0:0:250:56ff:fe92:d1c9","Linux / Server","Red Hat Enterprise Linux 8 8.10","8.10","GA"
"SPRDAPSAFGRU02.gru.local","SPRDAPSAFGRU02","00:50:56:A3:97:83,00:50:56:9D:BF:24,00:50:56:A3:97:83","172.31.7.51,172.31.62.51","fe80:0:0:0:71f8:71d7:1bb3:96f7","Windows / Server","Microsoft Windows Server 2016 Standard 1607 Build 14393.5501","1607","EOL"
"SHOMAPPOSTGRU01","'-","00:50:56:b6:34:40,00:50:56:b6:34:40","172.31.52.13","fe80:0:0:0:250:56ff:feb6:3440","Linux / Server","Red Hat Enterprise Linux 8 8.10","8.10","GA"
"SPRDSKPPCGRU06","1950237-106","00:50:56:A3:D3:EE,02:50:BD:85:A3:91,02:50:BD:85:A3:91,02:50:BD:85:A3:91,00:50:56:A3:D3:EE","26.68.191.185,172.31.48.28","fe80:0:0:0:d92f:997b:5b99:a1da,fdfd:0:0:0:0:0:1a44:bfb9,fe80:0:0:0:ac7b:1166:4fcd:e585","Windows / Server","Microsoft Windows Server 2016 Standard 1607 Build 14393.7606 64-Bit","1607","EOL"
"SPRDAPIMCGRU01.gru.local","SPRDAPIMCGRU01","00:50:56:9D:15:6E,00:50:56:9D:15:6E","172.16.253.86","fe80:0:0:0:10f1:900f:27a5:bab4","Windows / Server","Microsoft Windows Server 2012 R2 Datacenter 6.3 Build 9600.21620 64-Bit","6.3","EOL/EOS"
"SPRDCFTVGRU218.gru.local","SPRDCFTVGRU218","E8:65:5F:FF:94:BE,68:05:CA:32:65:89,68:05:CA:32:65:88,68:05:CA:32:65:8A","172.31.62.218,10.36.60.218,10.36.61.218,172.31.57.218","","Windows / Server","Microsoft Windows Server 2022 Standard 21H2 Build 20348.4171 64-Bit","21H2","GA"
"sprdaprpgru09","'-","00:50:56:92:7f:af,00:50:56:92:7f:af,4a:49:6c:9d:2e:b9,4a:49:6c:9d:2e:b9","192.168.0.33","fe80:0:0:0:250:56ff:fe92:7faf,fe80:0:0:0:4849:6cff:fe9d:2eb9,fe80:0:0:0:0:0:0:1","Linux / Unidentified","Canonical Ubuntu Xenial Xerus 16.04 LTS 16.04.7 LTS","16.04 LTS","EOL/EOS"
"PRDRMADS02","'-","52:54:00:cd:3e:82,00:50:56:a3:3f:23,00:50:56:a3:3f:23","192.168.122.1,172.31.49.50","fe80:0:0:0:250:56ff:fea3:3f23","Linux / Server","Red Hat Enterprise Linux 8 8.10","8.10","GA"
"SPRDAPLSTGRU01","SRVALCDLGRULS","44:A8:42:1C:3A:E5,44:A8:42:1C:3A:E5","172.31.152.100","fe80:0:0:0:f4c4:b32a:fd51:1b77","Windows / Server","Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.21620 64-Bit","6.3","EOL/EOS"
"SPRDCFTVGRU219.gru.local","SPRDCFTVGRU219","E8:65:5F:FF:BC:0E,68:05:CA:32:65:9A,68:05:CA:32:65:99,68:05:CA:32:65:98","172.31.62.219,172.31.57.219,10.36.60.219,10.36.61.219","","Windows / Server","Microsoft Windows Server 2022 Standard 21H2 Build 20348.4171 64-Bit","21H2","GA"
"TEST-AMS-APV01.gru.local","TEST-AMS-APV01","00:50:56:8A:CF:CB","10.36.52.69","","Windows / Server","Microsoft Windows Server 2019 Standard 1809 Build 17763.7919 64-Bit","1809","EOL"
"shomapglpigru02","'-","00:50:56:8a:7e:2b,00:50:56:8a:7e:2b","10.36.52.118","fe80:0:0:0:250:56ff:fe8a:7e2b","Linux / Unidentified","Canonical Ubuntu Jammy Jellyfish 22.04 LTS 22.04.5 LTS","22.04 LTS","GA"
"SPRDCCTVGRU11.gru.local","SPRDCCTVGRU11","74:86:7A:EA:5B:CB,74:86:7A:EA:5B:C8,74:86:7A:EA:5B:C9","10.36.61.55,10.36.57.54,10.36.60.55","","Windows / Server","Microsoft Windows Server 2019 Standard 1809 Build 17763.4737 64-Bit","1809","EOL"
"WIN-36T5TI6N8F9","WIN-36T5TI6N8F9","00:50:56:B6:6A:40","172.31.49.17","","Windows / Server","Microsoft Windows Server 2019 Standard 1809 Build 17763.7919 64-Bit","1809","EOL"
"sdqbdoragru01","'-","00:50:56:9D:7D:BF,00:50:56:9D:7D:BF,00:50:56:9D:7D:BF,00:50:56:9D:2B:48,00:50:56:9D:2B:48,00:50:56:9D:2B:48","10.1.1.137,169.254.52.218,172.31.52.106,172.31.52.108","fe80:0:0:0:250:56ff:fe9d:7dbf,fe80:0:0:0:250:56ff:fe9d:2b48","Linux / Server","Red Hat Enterprise Linux Server 6 6.10","6.10","EOL/EOS"
"SPRDAPVPRGRU05","'-","00:50:56:b6:24:4d,00:50:56:b6:24:4d","172.31.62.197","fe80:0:0:0:250:56ff:feb6:244d","Linux / Server","SUSE Linux Enterprise Server 15 15 SP4","15","EOL"
"SPRDAPSQBGRU01","'-","00:50:56:a3:18:b0","172.31.50.125","","Linux / Server","Red Hat Enterprise Linux 9 9.7","9.7","GA"
"SPRDAPFSGRU01.gru.local","SPRDAPFSGRU01","00:50:56:A3:2C:D0,00:50:56:A3:9B:D3","172.31.62.43,172.31.50.43","","Windows / Server","Microsoft Windows Server 2019 Datacenter 1809 Build 17763.7919 64-Bit","1809","EOL"
"sprdcctvgru08.gru.local","SPRDCCTVGRU08","00:22:19:C8:4F:E9,00:22:19:C8:4F:E9,00:22:19:C8:4F:E9,00:22:19:C8:4F:E9,00:22:19:C8:4F:E9,00:22:19:C8:4F:E7,00:22:19:C8:4F:E3","10.36.57.50,10.36.57.40,10.36.57.48,10.36.57.49,10.36.57.52,10.36.60.48,10.36.61.48","","Windows / Server","Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.19296 64-Bit","6.3","EOL/EOS"
"SPRDAPEGTGRU02.gru.local","SPRDAPEGTGRU02","00:50:56:A3:8A:7E","172.31.49.61","","Windows / Server","Microsoft Windows Server 2012 Datacenter 6.2 Build 9200.23255 32-Bit","6.2","EOL/EOS"
"SPRDCFTVGRU214.gru.local","SPRDCFTVGRU214","68:05:CA:32:65:8E,68:05:CA:32:65:8D,68:05:CA:32:65:8C,E8:65:5F:FF:BA:6F","172.31.57.214,10.36.60.214,10.36.61.214,172.31.62.214","","Windows / Server","Microsoft Windows Server 2022 Standard 21H2 Build 20348.4171 64-Bit","21H2","GA"
"SHOMAPGPROGRU01","'-","00:50:56:b6:9c:6f","172.31.52.242","","Linux / Server","Red Hat Enterprise Linux 9 9.7","9.7","GA"
"SPRDAPLGGRU04.gru.local","SPRDAPLGGRU04","00:50:56:9D:49:B7","172.31.49.118","","Windows / Server","Microsoft Windows Server 2016 Datacenter 1607 Build 14393.8422 64-Bit","1607","EOL"
"SPRDAPIHSGRU01","'-","52:54:00:c5:77:38,00:50:56:a3:bd:fb","192.168.122.1,192.168.0.40","","Linux / Server","Red Hat Enterprise Linux 8 8.3","8.3","EOL/EOS"
"SPRDAPVPRGRU06","'-","00:50:56:b6:b4:69,00:50:56:b6:b4:69","172.31.62.198","fe80:0:0:0:250:56ff:feb6:b469","Linux / Server","SUSE Linux Enterprise Server 15 15 SP4","15","EOL"
"SHOMAPIHSGRU02","'-","00:50:56:b6:ef:7c,00:50:56:b6:ef:7c","172.31.52.53","fe80:0:0:0:250:56ff:feb6:ef7c","Linux / Server","Red Hat Enterprise Linux 9 9.7","9.7","GA"
"SSHAREPOINT2-GR.gru.local","SSHAREPOINT2-GR","00:50:56:9D:7D:3B,00:50:56:9D:7D:3B","172.31.50.65","fe80:0:0:0:10fc:b01:3278:f1bf","Windows / Server","Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.24055 64-Bit","6.1","EOL/EOS"
"SPRDZBGRU02","'-","00:50:56:a3:b2:d4,00:50:56:a3:b2:d4,00:50:56:92:50:51,00:50:56:92:50:51","172.31.62.11,172.16.253.69","fe80:0:0:0:250:56ff:fea3:b2d4,fe80:0:0:0:250:56ff:fe92:5051","Linux / Unidentified","Canonical Ubuntu Noble Numbat 24.04 LTS 24.04.3 LTS","24.04 LTS","GA"
"SPRDAPIAMGRU09.gru.local","SPRDAPIAMGRU09","00:50:56:A3:03:4E","172.31.50.213","","Windows / Server","Microsoft Windows Server 2016 Standard 1607 Build 14393.8519 64-Bit","1607","EOL"
"SPRDCFTVGRU212.gru.local","SPRDCFTVGRU212","E8:65:5F:FF:BA:CE,68:05:CA:32:66:2D,68:05:CA:32:66:2C,68:05:CA:32:66:2E","172.31.62.212,10.36.60.212,10.36.61.212,172.31.57.212","","Windows / Server","Microsoft Windows Server 2022 Standard 21H2 Build 20348.4171 64-Bit","21H2","GA"
"SHOMAPBISCCGRU01","'-","52:54:00:99:f7:4c,00:50:56:95:b1:52","192.168.122.1,10.36.52.234","","Linux / Server","Red Hat Enterprise Linux 8 8.10","8.10","GA"
"SPRDAPVPRGRU03.GRU.LOCAL","'-","00:50:56:b6:b5:c2,00:50:56:b6:b5:c2","172.31.62.195","fe80:0:0:0:250:56ff:feb6:b5c2","Linux / Server","SUSE Linux Enterprise Server 15 15 SP4","15","EOL"
"SPRDBDORAGRU13","'-","00:50:56:a3:a2:8b,00:50:56:a3:a2:8b","172.31.49.212","fe80:0:0:0:250:56ff:fea3:a28b","Linux / Server","Red Hat Enterprise Linux 9 9.7","9.7","GA"
"sdqbdoragru02","'-","00:50:56:9D:2C:8A,00:50:56:9D:16:02,00:50:56:9D:16:02,00:50:56:9D:2C:8A,00:50:56:9D:2C:8A,00:50:56:9D:2C:8A,00:50:56:9D:2C:8A,00:50:56:9D:16:02,00:50:56:9D:2C:8A","172.31.52.109,10.1.1.138,169.254.189.226,172.31.52.107,172.31.52.110,172.31.52.111,172.31.52.112","fe80:0:0:0:250:56ff:fe9d:1602,fe80:0:0:0:250:56ff:fe9d:2c8a","Linux / Server","Red Hat Enterprise Linux Server 6 6.10","6.10","EOL/EOS"
"SPRDAPCMSM01","'-","00:50:56:a3:59:c0,c2:c3:fd:3d:64:e4,00:50:56:a3:59:c0","10.88.0.1,172.31.49.184","fe80:0:0:0:250:56ff:fea3:59c0","Linux / Server","Red Hat Enterprise Linux 9 9.6","9.6","EOL"
"SHOMAPCMSGRU02.gru.local","'-","B8:CA:3A:35:1A:0F,B8:CA:3A:35:1A:0F","172.31.52.59","fe80:0:0:0:baca:3aff:fe35:1a0f","Linux / Server","Red Hat Enterprise Linux Server 6 6.10","6.10","EOL/EOS"
"shomapgrfgru01","'-","00:50:56:8a:ca:c9,00:50:56:8a:ca:c9","10.36.52.137","fe80:0:0:0:250:56ff:fe8a:cac9","Linux / Unidentified","Canonical Ubuntu Jammy Jellyfish 22.04 LTS 22.04.5 LTS","22.04 LTS","GA"
"SPRDAPCMSP01","'-","00:50:56:a3:8c:54,26:cb:66:42:32:a8,00:50:56:a3:8c:54","10.88.0.1,172.31.49.181","fe80:0:0:0:250:56ff:fea3:8c54","Linux / Server","Red Hat Enterprise Linux 9 9.6","9.6","EOL"
"SPRDAPCMSM01","'-","26:c1:3d:15:63:97,00:50:56:a3:91:98,00:50:56:a3:91:98","10.88.0.1,172.31.49.184","fe80:0:0:0:250:56ff:fea3:9198","Linux / Server","Red Hat Enterprise Linux 9 9.6","9.6","EOL"
"SPRDAPCMSP02","'-","2e:cb:da:a7:43:9c,00:50:56:a3:ba:97,00:50:56:a3:ba:97","10.88.0.1,172.31.49.182","fe80:0:0:0:250:56ff:fea3:ba97","Linux / Server","Red Hat Enterprise Linux 9 9.6","9.6","EOL"
"SPRDAPCMSP03","'-","0e:72:9b:88:cb:64,00:50:56:a3:0d:71,00:50:56:a3:0d:71","10.88.0.1,172.31.49.183","fe80:0:0:0:250:56ff:fea3:d71","Linux / Server","Red Hat Enterprise Linux 9 9.6","9.6","EOL"
"test-ams-app01.gru.local","TEST-AMS-APP01","","10.36.52.67","","Windows / Unidentified","Microsoft Windows","'-","Not Applicable"
"172.31.52.31","'-","","172.31.52.31","","Unidentified / Unidentified","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM / FortiSOAR / F5 Networks Big-IP","'-","Not Applicable"
"shomapbcbpgru01.gru.local","SHOMAPBCBPGRU01","","172.31.52.239","","Windows / Unidentified","Microsoft Windows","'-","Not Applicable"
"shomapiisgru01.gru.local","SHOMAPIISGRU01","","10.36.52.124","","Windows / Server","Microsoft Windows Server 2016 1607","1607","EOL"
"10.36.52.34","SHOMAPBFGRU01","","10.36.52.34","","Windows / Unidentified","Microsoft Windows","'-","Not Applicable"
"shomwbbengru01.gru.local","SHOMWBBENGRU01","","10.36.52.74","","Windows / Unidentified","Microsoft Windows","'-","Not Applicable"
"shomapwsgru03.gru.local","SHOMAPWSGRU03","","10.36.52.107","","Windows / Unidentified","Microsoft Windows","'-","Not Applicable"
"test-ams-apv01.gru.local","TEST-AMS-APV01","","10.36.52.69","","Windows / Unidentified","Microsoft Windows","'-","Not Applicable"
"shomapiamgru03.gru.local","SHOMAPIAMGRU03","","10.36.52.9","","Windows / Server","Microsoft Windows Server 2016 1607","1607","EOL"
"shomaphsegru01.gru.local","SHOMAPHSEGRU01","","10.36.52.55","","Windows / Server","Microsoft Windows Server 2016 1607","1607","EOL"
"10.36.52.115","'-","","10.36.52.115","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESXi 6 6.5.0 build 13004031","6.5","EOL/EOS"
"test-ams-web01.gru.local","TEST-AMS-WEB01","","10.36.52.68","","Windows / Unidentified","Microsoft Windows","'-","Not Applicable"
